date,open,high,low,close,volume,dividend,stock_splits,ticker,fund_name,sector,USRECD_20250829,T10Y3M,spline,lagged_recession_periods,periods
1990-02-22,,,,,,,,,,,0,0.54,0.328667151686038,0,
1990-02-23,,,,,,,,,,,0,0.59,0.334463528006649,0,
1990-02-26,,,,,,,,,,,0,0.49,0.340265342885641,0,
1990-02-27,,,,,,,,,,,0,0.41,0.346072554970206,0,
1990-02-28,,,,,,,,,,,0,0.47,0.351885122907536,0,
1990-03-01,,,,,,,,,,,0,0.5,0.357703005344823,0,
1990-03-02,,,,,,,,,,,0,0.51,0.36352616092926,0,
1990-03-05,,,,,,,,,,,0,0.56,0.369354548308039,0,
1990-03-06,,,,,,,,,,,0,0.41,0.375188126128352,0,
1990-03-07,,,,,,,,,,,0,0.4,0.381026853037391,0,
1990-03-08,,,,,,,,,,,0,0.39,0.38687068768235,0,
1990-03-09,,,,,,,,,,,0,0.39,0.39271958871042,0,
1990-03-12,,,,,,,,,,,0,0.37,0.398573514768793,0,
1990-03-13,,,,,,,,,,,0,0.47,0.404432424504662,0,
1990-03-14,,,,,,,,,,,0,0.41,0.410296276565219,0,
1990-03-15,,,,,,,,,,,0,0.44,0.416165029597656,0,
1990-03-16,,,,,,,,,,,0,0.4,0.422038642249166,0,
1990-03-19,,,,,,,,,,,0,0.36,0.427917073166942,0,
1990-03-20,,,,,,,,,,,0,0.28,0.433800280998174,0,
1990-03-21,,,,,,,,,,,0,0.32,0.439688224390056,0,
1990-03-22,,,,,,,,,,,0,0.35,0.44558086198978,0,
1990-03-23,,,,,,,,,,,0,0.36,0.451478152444538,0,
1990-03-26,,,,,,,,,,,0,0.37,0.457380054401522,0,
1990-03-27,,,,,,,,,,,0,0.34,0.463286526507926,0,
1990-03-28,,,,,,,,,,,0,0.39,0.46919752741094,0,
1990-03-29,,,,,,,,,,,0,0.5,0.475113015757758,0,
1990-03-30,,,,,,,,,,,0,0.58,0.481032950195571,0,
1990-04-02,,,,,,,,,,,0,0.59,0.486957289371573,0,
1990-04-03,,,,,,,,,,,0,0.54,0.492885991932955,0,
1990-04-04,,,,,,,,,,,0,0.54,0.498819016526909,0,
